geracao_primeira_avaliacao,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,criterion,class_weight,threshold,fitness,accuracy,precision,recall,f1,roc_auc
1,500,8,2,10,0.5,gini,balanced,0.45,0.6284286200051878,0.6471916666666667,0.4558702661693115,0.7847522651212145,0.576718889033303,0.7621356066081096
1,400,30,8,10,0.5,gini,balanced_subsample,0.5,0.6550682770317235,0.7001583333333333,0.5081544701706946,0.6544771855358746,0.5721081235357776,0.7556844259193869
1,500,8,2,10,sqrt,log_loss,balanced,0.7,0.4427274736787931,0.7419916666666667,0.6874919072899133,0.2889287949283052,0.40686603191632026,0.7625988255446388
1,400,12,16,10,0.5,gini,balanced,0.45,0.6455916136179441,0.6592666666666667,0.46605146056714997,0.7722634886948004,0.5812972330882503,0.7663238105780356
1,400,8,2,5,sqrt,entropy,balanced,0.5,0.6708966253387076,0.690625,0.4963945103512445,0.6967594482083095,0.5797534553604782,0.7625592653373434
1,650,24,12,10,0.5,entropy,balanced,0.5,0.6666239927217249,0.694425,0.5008455808335011,0.6768699153810573,0.57570322715018,0.7572862506207806
1,500,12,16,4,sqrt,log_loss,balanced_subsample,0.55,0.6329663768904195,0.7256416666666666,0.5476439269542718,0.5989170952031126,0.572134066305379,0.7672538566296205
1,800,12,30,20,sqrt,gini,balanced_subsample,0.45,0.6498974722814825,0.6612916666666667,0.4679100293525939,0.7720458193888934,0.582678782278351,0.7674126406711496
2,400,8,2,5,sqrt,entropy,balanced,0.7,0.444319743448313,0.742475,0.6881997168961523,0.29102386199766006,0.40906396405010037,0.7625592653373434
2,400,30,4,10,0.5,gini,balanced,0.5,0.6646733097380028,0.6929916666666667,0.4991181657848324,0.6776045492884935,0.574824868146199,0.7562698821786245
2,800,12,30,8,sqrt,gini,balanced_subsample,0.45,0.6512649890965875,0.6621416666666666,0.46867354360907226,0.7713928114711724,0.5830839631857679,0.7674637910427402
2,400,24,12,10,sqrt,entropy,balanced,0.5,0.6732018524377409,0.6964416666666666,0.5032568734015346,0.6853046009849536,0.5803389361873711,0.7628524045532018
2,650,8,2,5,0.5,entropy,balanced,0.5,0.6607473106303978,0.6852083333333333,0.4903032373145091,0.7030174407531358,0.5777017585046562,0.7618898404442864
2,650,24,6,5,log2,entropy,balanced_subsample,0.55,0.6119048137505163,0.7218416666666667,0.5438090786330113,0.569776616874813,0.5564900811841459,0.7542332472064273
2,400,8,2,10,sqrt,entropy,balanced,0.5,0.6693216235997618,0.6893416666666666,0.49493821933099813,0.699697983838054,0.5797702652433182,0.7626000505505828
2,650,24,24,10,sqrt,entropy,balanced,0.5,0.6737023735773044,0.6969583333333333,0.5038781384935231,0.6858215655864828,0.5809373451490603,0.7632058620746766
2,650,30,12,2,0.5,entropy,balanced_subsample,0.6,0.5423918742399345,0.7261666666666666,0.5652377920032174,0.45887410551519603,0.5065325123892477,0.7357550921652882
3,400,8,2,10,sqrt,gini,balanced,0.5,0.6711879044650358,0.6907416666666667,0.4965284511849812,0.6965961962288792,0.5797882579403273,0.7629049456399184
