modelo,fitness,accuracy,precision,recall,f1,roc_auc
baseline_fase1,0.6810268542066715,0.6955005880799788,0.5020862700873978,0.6978585003624679,0.5840021643069708,0.7671595190058792
genetico_fase2,0.6812593056373896,0.6942224142483377,0.5005818273585038,0.6995630792139345,0.5835771374401386,0.7655311150363099
