geracao_primeira_avaliacao,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,criterion,class_weight,threshold,fitness,accuracy,precision,recall,f1,roc_auc
1,500,12.0,8,15,sqrt,log_loss,balanced,0.4,0.6143943616613178,0.6200583333333334,0.4371087080250427,0.835850134682883,0.5740285706277504,0.7673432552624395
1,400,12.0,30,15,log2,entropy,balanced,0.5,0.681628107477356,0.693,0.49915959892583217,0.7029902320898974,0.583794653953047,0.7672996359972952
2,400,8.0,6,10,0.5,log_loss,balanced_subsample,0.35,0.5712057212056233,0.5702166666666667,0.4073050222027644,0.8859684923679699,0.558055836432501,0.7619724172190312
2,400,10.0,12,8,0.3,entropy,balanced,0.5,0.6777923021154016,0.6917833333333333,0.49775343733729294,0.702310015508938,0.582597900914118,0.765866200750233
2,500,10.0,2,10,0.5,log_loss,balanced_subsample,0.65,0.5326160127326405,0.7450083333333334,0.6235842236324203,0.42244170543901177,0.5036739063437738,0.7656602935278121
2,800,30.0,4,20,0.3,log_loss,balanced_subsample,0.5,0.6732351015717013,0.6992083333333333,0.5066386859840994,0.683155116589122,0.581803014679473,0.765097578811018
2,650,10.0,8,5,sqrt,gini,balanced_subsample,0.45,0.6410021553199113,0.6562166666666667,0.46339043157158427,0.7750659810083531,0.5800093661556004,0.7657551635052153
2,200,6.0,6,20,0.3,entropy,balanced_subsample,0.3,0.5089231639812465,0.48680833333333334,0.368177957103419,0.9434603977906565,0.5296602078925863,0.7564480336033486
2,200,10.0,12,8,log2,gini,balanced,0.45,0.6419008485479767,0.6561916666666666,0.4634332478160621,0.7765624574864637,0.5804614649325293,0.7657712302687402
2,800,12.0,2,5,sqrt,log_loss,balanced,0.5,0.6814820062289646,0.6944833333333333,0.5008869568607576,0.6991266019100482,0.5836323990369328,0.7671412626334526
2,200,10.0,4,1,0.5,log_loss,balanced,0.5,0.6730336414182354,0.688125,0.4936467117951821,0.7103365711642587,0.5824919956715269,0.7653646484099866
2,200,12.0,12,5,0.3,gini,balanced,0.65,0.5407661458263175,0.745525,0.6207177814029364,0.43482164721247246,0.5114001824029184,0.7667053994393174
2,400,24.0,4,4,0.5,log_loss,balanced,0.5,0.6373744812302922,0.6902666666666667,0.49567987341508607,0.6477838543792344,0.5616153991319117,0.7441095207595643
2,200,12.0,30,15,log2,log_loss,balanced,0.5,0.6819071280862081,0.6929,0.4990452309769505,0.7039697439664789,0.5840538161132306,0.7672565460536894
2,500,10.0,4,2,0.3,log_loss,balanced_subsample,0.6,0.5798828153854032,0.7402916666666667,0.5892423661683914,0.5019454194215438,0.5421019379674116,0.7655071810219402
2,500,10.0,30,15,sqrt,gini,balanced_subsample,0.6,0.5789811295136607,0.7400833333333333,0.5890963836125437,0.5003945256169564,0.5411345848290473,0.7658528701492644
2,200,30.0,6,8,log2,log_loss,balanced,0.35,0.5833423822989805,0.598275,0.4221832708299364,0.8454003754795527,0.5631405812467716,0.7584139891971099
2,800,12.0,16,10,sqrt,gini,balanced_subsample,0.5,0.680903165503042,0.6954916666666666,0.5020758264139119,0.6975757081054608,0.5838960565721899,0.7673011195357102
2,400,10.0,12,15,log2,log_loss,balanced_subsample,0.5,0.6789987600354171,0.6929,0.49903896557749433,0.6993714798791936,0.5824609109449355,0.7658615586052432
2,650,24.0,16,10,0.3,entropy,balanced,0.45,0.6444506550750979,0.6670583333333333,0.4724366041896362,0.7461703806491987,0.5785592978977016,0.7609319441375024
2,100,30.0,12,8,sqrt,gini,balanced_subsample,0.5,0.6609551131210614,0.7006166666666667,0.508620509933913,0.6638097570266372,0.5759442870632673,0.7578297453603775
2,100,12.0,6,8,log2,log_loss,balanced,0.45,0.6471472025692204,0.66065,0.4672324686689893,0.7699235436563001,0.5815487689588557,0.7670081595930004
2,300,20.0,6,10,0.3,log_loss,balanced,0.3,0.5568969221512485,0.5518583333333333,0.3977144367805042,0.9005251272005006,0.5517500062515108,0.7628269578982463
2,300,12.0,12,10,0.5,gini,balanced,0.5,0.6778889624745111,0.6919083333333333,0.4978959153733302,0.701793050907409,0.5825174746208657,0.766140065733028
2,200,10.0,6,5,sqrt,gini,balanced_subsample,0.55,0.6298088318382445,0.7242333333333333,0.5456973812317447,0.5947541697276413,0.5691706809009244,0.7656730047621148
2,300,,16,4,log2,log_loss,balanced_subsample,0.5,0.6441800019664152,0.6979583333333333,0.5054637755980038,0.6393491687753381,0.5645775519275357,0.7483984417570095
2,200,10.0,24,5,sqrt,log_loss,balanced_subsample,0.4,0.6095558536984911,0.6174,0.4351354796674268,0.8358773433461214,0.5723307934497084,0.7657634072918806
2,800,10.0,16,2,0.3,entropy,balanced,0.55,0.6364301873073358,0.7212666666666666,0.5399550279262071,0.6076238674393927,0.5717943465792708,0.7658445719433116
3,800,,30,8,sqrt,log_loss,balanced,0.5,0.6718309474412054,0.6935083333333333,0.4997422884783126,0.6859031915761978,0.5782079658703855,0.7609101780567025
3,200,12.0,12,15,log2,entropy,balanced_subsample,0.55,0.6338099644755262,0.7245833333333334,0.545757852853224,0.6008489102930373,0.5719799005387485,0.7673359387281391
3,400,12.0,4,4,0.5,log_loss,balanced,0.5,0.6785555121559731,0.6923583333333333,0.4984138651398507,0.7010856256632112,0.582627669557156,0.7658037978427195
3,100,24.0,4,15,0.5,entropy,balanced,0.5,0.6714672411697342,0.6948166666666666,0.5013062640847177,0.6839441678230349,0.5785536733566562,0.7605050545694865
