geracao_primeira_avaliacao,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,criterion,class_weight,threshold,fitness,accuracy,precision,recall,f1,roc_auc
10,100,20.0,6,15,log2,gini,balanced,0.5,0.676735252576039,0.6967666666666666,0.5036215347369675,0.6905286643267217,0.5824478461432538,0.7650519991441523
10,800,12.0,8,15,0.3,gini,balanced,0.5,0.6786061080116519,0.6919666666666666,0.4979659513756338,0.702745354120752,0.5828932520875649,0.7662832811191055
10,100,12.0,24,1,0.3,gini,balanced_subsample,0.5,0.677024507378074,0.6956083333333334,0.502233466418943,0.6913721328871113,0.5818173491934469,0.7654473712833593
10,800,12.0,30,15,0.5,log_loss,balanced,0.7,0.48622085449588814,0.7448083333333333,0.6560431727929946,0.35061083448970154,0.4569908679847504,0.7653948743203893
10,500,12.0,2,8,log2,entropy,balanced_subsample,0.4,0.6163002299385579,0.623225,0.43917519843552283,0.8310069926264523,0.5746540353914034,0.7664019030727507
10,300,12.0,6,15,sqrt,log_loss,balanced,0.5,0.6807460201846269,0.6942416666666666,0.500604807242079,0.6981470900334666,0.5830994557374813,0.7665999717932903
10,500,12.0,24,15,sqrt,log_loss,balanced,0.5,0.6810276949008686,0.6939083333333333,0.5002142495422851,0.6987728892879492,0.583052386628072,0.7666567149314792
10,800,12.0,30,15,0.5,entropy,balanced_subsample,0.5,0.6782488651651796,0.6938916666666667,0.5001960092516367,0.6943378771800941,0.5814904695172666,0.7653987183158287
10,500,12.0,24,15,0.3,entropy,balanced,0.5,0.6793806487318244,0.6922583333333333,0.4983022726395802,0.7027725627839905,0.583132965333514,0.766354242399256
10,200,12.0,2,15,log2,entropy,balanced_subsample,0.5,0.6792926082920486,0.6958166666666666,0.5024692572552878,0.6948548417816233,0.5832058279476581,0.7665847244240829
10,200,12.0,24,10,0.3,log_loss,balanced,0.5,0.6786742445994228,0.6925583333333334,0.49864372626520964,0.7002421571028216,0.5824930685226051,0.7661196032638096
10,100,6.0,6,15,0.3,gini,balanced,0.5,0.6315919392048341,0.6716833333333333,0.47591381791028464,0.7109895790819797,0.5701723761728126,0.7550691197821209
11,650,12.0,12,15,log2,gini,balanced,0.5,0.6813730416288486,0.69355,0.4997960967084183,0.7002693657660599,0.5832880065270601,0.7666929266366678
11,100,20.0,6,15,log2,log_loss,balanced,0.5,0.676535224828285,0.69685,0.5037240064350831,0.6900661170516692,0.5823517255631329,0.7651998179443755
11,500,12.0,30,15,sqrt,log_loss,balanced,0.5,0.6810276949008686,0.6939083333333333,0.5002142495422851,0.6987728892879492,0.583052386628072,0.7666567149314792
11,300,24.0,8,15,sqrt,log_loss,balanced,0.5,0.6762043772967936,0.6964166666666667,0.5032039200904637,0.6901477430413844,0.5820330426801285,0.7641119204965285
11,500,12.0,2,15,log2,log_loss,balanced,0.5,0.6810276949008686,0.6939083333333333,0.5002142495422851,0.6987728892879492,0.583052386628072,0.7666567149314792
11,650,24.0,24,15,sqrt,entropy,balanced_subsample,0.5,0.6719532604465895,0.700075,0.5077291353917313,0.680978423530052,0.5817285901890827,0.7639775712053654
11,300,12.0,6,15,sqrt,gini,balanced,0.5,0.6813678863973303,0.693775,0.5000583566760037,0.6994531058689086,0.5831830401197808,0.7666363068815483
11,100,12.0,12,15,sqrt,gini,balanced_subsample,0.6,0.5845697531495839,0.739225,0.585248563577317,0.5099447664136261,0.5450077787632494,0.7663690985379096
11,650,24.0,12,8,0.5,entropy,balanced,0.5,0.6542693001495477,0.6915083333333333,0.4973038718832353,0.6674829265638179,0.569961548737846,0.7532230992320206
11,650,12.0,6,15,log2,log_loss,balanced_subsample,0.5,0.6805289252838236,0.69465,0.5010847258868367,0.6975757081054608,0.5832252781000478,0.7666090928254076
11,800,12.0,24,15,0.3,log_loss,balanced,0.5,0.6786865110225161,0.6921666666666667,0.4981944578545911,0.7019563028868392,0.5827780162190246,0.7663354165941955
11,100,24.0,30,15,sqrt,log_loss,balanced_subsample,0.5,0.6712865758359756,0.6994916666666666,0.507017401533282,0.6801893722961391,0.5809735181677687,0.7636372114095298
11,500,20.0,24,15,log2,log_loss,balanced,0.5,0.6760875848116137,0.6969916666666667,0.5038994111093427,0.6891410225015645,0.5821391222404817,0.7653295520550605
11,200,12.0,6,15,log2,gini,balanced_subsample,0.3,0.5468527068898956,0.5308166666666667,0.3881060042355904,0.922455309770631,0.5463467302671866,0.7665271597671
11,200,6.0,8,15,log2,gini,balanced,0.5,0.6415976328370768,0.6767,0.4811081725878937,0.7078061654830898,0.5728441821544966,0.7560610341901999
